caseNum,incidentNotes,year,yearMonth,yearMonthDay,dateNotes,state,place,county,latDecimal,lonDecimal,latDegrees,latMinutes,latSeconds,lonDegrees,lonMinutes,lonSeconds,locationNotes,crowdType,crowdSize,open,authorities,lethality,C-W_Index,G-D_Index,Notes_C-W_G-D
505,Linares Gang and SLO VC,1861,1858/06,1858/06/14,,California,San Luis Obispo,San Luis Obispo,35.280072,-120.6647,,,,,,,In front of Mission opposite house of John Wilson,SLO VC,,open,Sheriff abetted the crowd and VC,Lethal,,,
506,Linares Gang and SLO VC,1861,1858/06,1858/06/28,,California,San Luis Obispo,San Luis Obispo,35.280072,-120.6647,,,,,,,"""At the usual place"" (SFEB 7-16, assume to mean in front of mission diagonally across from house of John Wilson (today, Mission Plaza0",SLO VC,,open,Sheriff abetted the crowd and VC,Lethal,,,
507,,1855,1855/08,1855/08/08,,California,Jackson,Amador,38.3484545,-120.7723673,,,,,,,,,,open,Taken from jail ,Lethal,,,
508,,1855,1855/08,1855/08/08,,California,Sutter,Amador,38.390748,-120.8032717,,,,,,,Also referrred to as Sutter Creek,,,open,Taken from authorities,Lethal,,,
509,,1855,1855/08,1855/08/09,,California,Jackson,Amador,38.3484545,-120.7723673,,,,,,,,,,open,Taken from authorities,Lethal,,,
510,,1855,1855/09,1855/09/09,,California,Rancheria,Amador,38.4379659,-120.8193805,,,,,,,Lower Rancheria GNIS,,,open,Taken from authorities in Mokelumne Hill,Lethal,,,
511,,1852,1852/04,1852/04/01,,California,Stringtown,Butte,39.5326648,-121.3855208,,,,,,,Using GNIS coords for Stringtown Bar (now under Lake Oroville),jury of townspeople,,open,,Lethal,,,
512,,1852,1852/03,1852/04/01,,California,Granite Creek,El Dorado,38.8004569,-120.9132725,38,47,5,120,54,55,near Coloma; using GNIS Granite Creek coords ,12 jurors,100 miners looked on,open,,Not Lethal,,,
513,,1852,1852/04,1852/04/00,,California,San Antonio,Santa Clara,37.350219,-122.1319079,,,,,,,Near San jose; using GNIS San Antonio coords near Rancho San Antonio Open Space,the citizens,,open,,Lethal,,,
514,,1854,1854/11,1854/11/20,,California,Battery Point,Del Norte,41.7465038,-124.204525,41,44,50,124,12,5,near Crescent City,Ccitizens assembled en masse,,open,,Lethal,,,
515,,1861,1861/09,1861/09/00,Likely September as report dated 10/4,California,San Luis Obispo,San Luis Obispo,35.280072,-120.6647,,,,,,,hanged in jail doorway; same location as Mexican previously hanged for rape,Reped woman's (Mexican) countrymen,,secret,crowd broke open the jail and took suspect,Lethal,,,
516,,1851,1851/07,1851/07/00,,California,Steamer Senator ,Sacramento,38.2321349,-121.6893995,,,,,,,en route to Sacramento; location coords estimated south and west of Sacramento on west side of river,Passengers and Steamer Captain,,open,,Not Lethal,,,
517,,1852,1852/05,1852/05/02,,California,4 miles from Coloma,El Dorado,38.82633,-120.948405,,,,,,,4 miles from Coloma on city road;coordinates estimated about 4 miles form Coloma on Hwy 49,,,Secret,"Coroners inquest concluded suicide, but strong suspicions lynched",Lethal,,,
518,,1852,1852/05,1852/05/26,,California,Natchez,Yuba,39.42916667,-121.3333333,39,25,45,121,20,,,,,Open,,Lethal,,,
519,,1853,1853/09,1853/09/03,,California,Martinez,Contra Costa,38.0193658,-122.1352433,,,,,,,,Assumed lynched by Mexicans to keep suspect from testifying about Joaquin's band,,Secret,Taken from jail; jailor found empty cell morning of 9/4,Lethal,,,
520,,1854,1854/02,1854/02/00,"""a week or more since""",California,Woodman's Ranch,Shasta,40.67083333,-122.3458333,40,40,15,122,20,45,"Using coordinates for Woodman, Shasta County; Durham p 337. 3 places; first and second not specified; third near Woodman's Ranch on Cow Creek; lynching by men from Johnson's Ranch",Party of white men,,Secret,,Lethal,,,
522,,1854,1854/03,1854/03/23,Thursday last,California,Jackson,El Dorado,38.34833333,-120.7738889,38,20,54,120,46,26,"Hung from same old oak tree on Main Street, the 7th victim of lynch law who has expiated his crimes on the same tree","Tanke in charge of Judge Lynch; no excitement, everyone satisfied of the fuilt",,Open,,Lethal,,,
523,,1854,1854/08,1854/08/28,,California,Christian Valley,Placer,38.9773209,-121.0310235,38,58,30,121,2,30,Using coordinates for Christin Valley,lynched by his own brethren,,Open,,Lethal,,,
524,,1856,1856/07,1856/07/15,Tuesday last,California,Ravine near Mission San Gabriel,Los Angeles,34.0938981,-118.1067361,,,,,,,,,,Secret,,Lethal,C-W 64,,
525,,1864,1864/05,1864/05/21,Satruday Last,California,Cucamunga,San Bernardino,34.1152873,-117.6378318,,,,,,,in the immediate vicinity of a store and blacksmith shop at Cucamungo,Shot by a spy of the Vigilantes,,Secret,,Lethal,C-W 93,,
526,,1870,1870/02,1870/02/27,each report has a different date,California,San Miguel Canyon,Monterey,36.83,-121.6775,,,,,,,six miles from watsonville,Party of men,,Open,Coroner inquest rules justifiable homicide,Lethal,C-W 102,,
527,,1870,1870/03,1870/03/15,,California,Watsonville,Santa Cruz,36.910231,-121.7568946,,,,,,,taken from jail,Vigilance Committee,,Secret,Taken from jail between 11pm and midnight,Lethal,,G-D 180,
528,,1870,1870/06,1870/06/00,"Between 6/1 when murder occurred and 6/19, when lynching reported",California,Jamul,San Diego,32.6308899,-116.8975229,,,,,,,Reports say Jamul Valley; using coordinates for Jamul,The citizens,,Open,,Lethal,,,
529,,1872,1872/04,1872/04/23,,California,San Benito Valley,San Benito,36.8269004,-121.4710503,,,,,,,"Reports place at southern end of San Benito (Bonita) valley; coordinates placed at southern end of San Juan valley, aka Sen Benito Valley",Party of masked men;  vigilantes,,Secret,taken from officers,Lethal,C-W 108,G-D 187,
530,,1875,1875/12,1875/12/05,,California,Campo,San Diego,32.6064494,-116.4689053,,,,,,,,Party of unknown men,,Secret,"Taken from Jail; one jailor tied up, other not present",Lethal,C-W 110,,
531,,1877,1877/07,1877/07/17,,California,Milquetay Valley,San Diego,32.6064494,-116.4689053,,,,,,,Milquetay is Indian name for Campo; using coordinates for Campo. Apparently party followed horse thieves into Mexico; as they were siezed and imprisoned there,"Party of three school boys, Andrew and Zachary Elliott and Manuel Melendrez",,Open,,Lethal,C-W 115,,
532,"Not clear if only Salazar, or Salazar and one other, or two others, were executed; reports differ",1856,1856/10,1856/10/26,,California,Pajaro River,Sant Cruz,36.9138575,-121.7256462,,,,,,,"Near Watsonville; coordinates rough estimate ""up"" Pajaro River from Watsonvillle",Company of men searching for horse thieves,,Open,,Lethal,C-W 064,,
533,,1850,1850/08,1850/08/00,,California,Jamestown,Tuolumne,37.9532584,-120.4226952,,,,,,,,the public,,Open,,Not Lethal,,,
534,,1852,1852/04,1852/04/06,,California,Mokelumne Hill,Calaveras,38.3004709,-120.7063219,,,,,,,,summary proceedings,,Open,,Lethal,,,
535,,1852,1852/06,1852/06/00,,California,Nie's Crossing,Yuba,39.388781,-121.0855097,,,,,,,"Using coordingates for Freemans Crossing per Durham p488. On Middle Yuba, just on Yuba County side (not Nevada County) of river",The citizens,,Open,,Not Lethal,,,
536,,1855,1855/05,1855/05/00,before 5/18,California,Mission San Miguel,San Luis Obispo,35.7444124,-120.6979493,,,,,,,,"""approved style of Judge Lynch""",,Open,,Lethal,,,
538,,1889,1889/03,1889/03/17,Sprague died 1889/03/18,California,Alhambra,Los Angeles,34.098604,-118.15221,,,,,,,"Based on reports, Sprague shot between Old Adobe Road (now Huntington Drive) and Shorb Winery (Vine Street, Alhambra, rough location). Estimated location as intersection of Fremont and alhambra, roughly between Huntington Drive and vine Street","""Citizens, who in the emergency, had taken it upon themselves to vindicate the law",,Open,Contable shot and sheriff welcomed citizens to assist,Lethal,,,
539,,1935,1935/08,1935/08/03,,California,Yreka,Siskiyou,41.70666667,-122.8433333,41,42,24,122,38,756,Murder took place in Dunsmuir; suspect arrested and placed in county jail in Yreka for safety; taken from jail and hanged from piine tree outside of town. Coordinates from plaque identifying location,Mob of 25 masked men,25,secret,Suspect seized from county jail on Yreka,Lethal,,,
540,,1854,1854/09,1854/09/02,,California,Monterey,Monterey,36.6012792,-121.88294420,,,,,,,,"Mob was raised, Judge Lynch presided",,Open,,Lethal,,,
541,,1856,1856/10,1856/10/04,,California,Tulare Slough,Fresno,36.7841161,-120.3696134,,,,,,,Location estmated at confluence of Fresno Slough and San Joaquin River,Party in pursuit,,Open,"Authorities chasing Bell but arrivved after capture, execution and scalpling",Lethal,,,
542,,1883,1883/07,1883/07/12,,California,Marysville,Yuba,39.1517792,-121.5834912,,,,,,,Taken from Jail and hanged,"""by citizens""",,,Taken from jail,Lethal,,,
543,,1884,1884/03,1884/03/19,,California,Modesto,Stanislaus,37.666347,-120.897804,,,,,,,six miles east of town on the Wterford Road; roughly estimated,Party of masked citizens San Joaquin Valley Regulators,,Secret,,Both,,,
544,,1892,1892/11,1892/11/11,,California,San Jose,Santa Clara,37.337482,-121.901301,,,,,,,Location estimated near intersection of Julian Street and Guadalupe Creek,,,Secret,,Lethal,,,
545,,1904,1904/03,1904/03/04,,California,Mojave,Kern,35.5293,-118.172758,,,,,,,,Mob,30,Secret,Taken from jail,Lethal,,,
546,,1904,1904/04,1904/04/15,,California,Dunsmuir,Shasta,41.194667,-122.279348,,,,,,,Took Place at RR yard; estimating at current locatin of Dunsmuit RR Yard Access Road,Mob of indignant citiznes,100,Secret,,Lethal,,,
547,,1918,1918/09,1918/09/03,,California,San Pedro,Los Angeles,33.7358518,-118.2922934,,,,,,,,"Mob of police, soldiers, sailors, and citizens",,Open,"Present--not clear whether this is a lynching, although comparisons were made at the time",Lethal,,,
548,,1858,1858/04,1858/04/00,,California,Sonora,Tuolomne,37.9840911,-120.3821381,,,,,,,,People's Court,,Open,,Not Lethal,,,
549,,1851,1851-05,1851/05/26,,California,Stockton,San Joaquin,37.9590275,-121.2607426,,,,,,,,Lynch Court,,Open,"present, did not intervene",Not Lethal,,,
550,,1851,1851/05,1851/05/00,,California,"Brown's, or Brown's Rancho",El Dorado,38.686486,-120.916493,,,,,,,"Brown's Hotel, or Brown's Rancho, on the Placerville Road about 35 miles from Sacramento . Roughly estimated using Google Maps",Crowd of persons,,Open,,Not Lethal,,,
551,,1851,1851/06,1851/06/26,,California,North Branch,Calaveras,38.2069444444,-120.7250000000,38,12,25,120,43,30,"David Latimer's Store located in North Branch, Calaveras Conty. Durham, 792, 809",Jury of six miners,,Open,,Not Lethal,,,
552,,1851,1851/01,1851/01/00,,California,North Fork Chowchilla River,Fresno,37.304737,-119.86769,,,,,,,"Very rough, uncertain estimate of coordinates. ""North"" fork of Chowchilla River not listed in GIS sources.Guessing at spot on Striped Brick Creek, which runs north from Chowchilla River to intersection of Bailey Flats road and Road 820 near Raymond, California.",unknown,,,,Lethal,,,
553,,1864,1864/09,1864/09/00,,California,Thomas Ranch,San Diego,33.64583333,-116.65,33,38,45,116,39,0,"Using coordinates for Garner Valley, previously Thomas Valley, location of 19th century Thomas Ranch. Currenlty part of Riverside County",residents of the neighborhood,,Open,,Lethal,,,
554,,1870,1870/09,1870/09/22,"report dated 9/26/1870; murder occurred ""Friday Last,"" and hanging following morning",California,Plata Creek,Kern,35.00833333,-119.1125,35,0,30,119,6,45,"Durham, p. 1090; current name Pleito Creek. Reports place lynching on Plata Creek, fifteen miles from Ft. Tejon",Mexican residents of the neighborhood,numbering about 30,Open,,Lethal,,,
555,,1864,1864/01,1864/01/00,,California,San Juan Capistrano,Orange,33.50277778,-117.6625,33,30,10,117,39,45,,The citizens,,Secret,,Lethal,,,
556,,1856,1856/09,1856/09/12,Friday a week from newspaper report dated 9/18/1856,California,San Francisco,San Francisco,37.79432778,-122.3984167,,,,,,,,Vigilance Committee,,Secret,,Not Lethal,,,
557,,1853,1853/01,1853/01/15,,California,Lyon's Ranch,Butte,39.65555556,-121.5833333,39,39,20,121,35,,"Using coordinates for Pentz, California. Hoover, Rensch, et al, p 42, identify Lyon's Ranch at location of Manoah Pence's store, current location of Pentz. Coordinates from Durham, p. 291","Party of eight. Deciding vote was unanimous, ""but there is at least one who strongly doube the pollicy of justice of the proceeding.""",8,Open,,Lethal,,,
558,,1853,1853/05,1853/05/00,,California,Shasta City,Shasta,40.59861111,-122.4902778,40,35,55,122,29,25,,"""The Boys""",,Open,,Not Lethal,,,
559,,1853,1853/07,1853/07/00,,California,Bear River,Yuba,38.94305556,-121.5430556,38,56,35,121,32,35,"This is an informed guess. Using coordinates for locality of Bear River, Durham, p. 448. Reports state that accused confessed to prior murders that had been investigated by jp in Auburn (about 20 miles away)",,,Open,,Lethal,,,
560,,1857,1857/04,1857/04/00,,California,Yreka,Shasta,41.73012,-122.638044,,,,,,,"Using coordinates for Courthouse Square, Yreka",unknown,,Open,Accused Taken from jail,Not Lethal,,,
561,,1857,1857/06,1857/06/00,,California,Sulky Flat,Sacramento,38.655736,-121.185314,,,,,,,"Between Prairie City and Folsom, Sacramento County. Described as 1.5 miles SW of Folsom. Roughly measured location 1.5 miles SW from current location of folsom Historical Society.",unknown,,Open,,Not Lethal,,,
562,,1857,1857/09,1857/09/00,,California,Petaluma,Sonoma,38.2423151,-122.6266287,,,,,,,,unknown,,Open,,Not Lethal,,,
563,,1857,1857/09,1857/09/00,,California,Shaw's Flat,Tuolumne,38.00694444,-120.4083333,38,0,25,120,24,30,,Party of 6,6,Secret,Party of 6 volunteered to tke suspect to jail in Sonoro; (allegedly) hanged him en routq,Lethal,,,
564,,1857,1857/10,1857/10/03,,California,Harris's Ranch,El Dorado,38.89722222,-120.9125,38,53,50,120,54,45,Two miles this side of Cottonwood. After lynching accused walking towards Coloma,Unknown,,Open,,Not Lethal,,,
565,,1851,1851-05,1851-05-26,,California,Stockton,San Joaquin,37.9590275,-121.2607426,,,,,,,"Using location of VC HQ, ""Fort Gunnybags, 2 Sacramento St., SF 94111",Party of three or four,,Open,,Not Lethal,,,
566,,1856,1856/06,1856/06/05,,California,San Francisco,San Francisco,37.79444,-122.398699,,,,,,,"Using location of VC HQ, ""Fort Gunnybags, 2 Sacramento St., SF 94111",Vigilance Committee,,Secret,,Not Lethal,,,
567,,1856,1856/06,1856/06/20,,California,San Francisco,San Francisco,37.79444,-122.398699,,,,,,,"Using location of VC HQ, ""Fort Gunnybags, 2 Sacramento St., SF 94111",Vigilance Committee,,Secret,,Not Lethal,,,
568,,1856,1856/07,1856/07/05,,California,San Francisco,San Francisco,37.79444,-122.398699,,,,,,,"Using location of VC HQ, ""Fort Gunnybags, 2 Sacramento St., SF 94111",Vigilance Committee,,Secret,,Not Lethal,,,
569,,1856,1856/07,1856/07/21,,California,San Francisco,San Francisco,37.79444,-122.398699,,,,,,,"Using location of VC HQ, ""Fort Gunnybags, 2 Sacramento St., SF 94111",Vigilance Committee,,Secret,,Not Lethal,,,
570,,1856,1856/08,1856/08/05,,California,San Francisco,San Francisco,37.79444,-122.398699,,,,,,,"Using location of VC HQ, ""Fort Gunnybags, 2 Sacramento St., SF 94111",Vigilance Committee,,Secret,,Not Lethal,,,
